sentiment 0-negative 1-positive 2-neutral,text,lang,"0,1,2"
,J'ai enfin reçu mon Groot ! 😍 (après un mois et demi d'attente !) Un pensée à Stan Lee qui sans lui tout ça n'aurai… https://t.co/ZzQJprotwh,fr,
,Bklynjets back with some SPIDER-MAN- Turf wars . RIP STAN LEE: https://t.co/kdJEUasrHm via @YouTube,en,
,RT @IAmOzeyy: @sean_tardy @FortniteINTEL R.I.P Stan Lee😔,en,
,"RT @queenmyfreddie: Hey beautiful!! i’m a new stan with this account looking for more mutuals so rt if you like

🚘roger taylor
• ben hardy…",en,
,"• juli @fvckstylesxx
- lee todo en el grupo pero no habla xq cuelga
- adria dice que es cute
- harry stan https://t.co/mfHhaL2yOn",es,
,"RT @washingtonpost: Perspective: Americans need to set aside icons like Robert E. Lee to live up to our potential, Stan McChrystal writes h…",en,
,"RT @fuckn_marvel: thank you for this incredible universe Stan Lee ♥️

https://t.co/NL2chtYohm",en,
,Live at The Social Butterfly (11/17/18). I was trying to summon the strength of the Black Panther. RIP Stan Lee.… https://t.co/wVp0wczlwe,en,
,"https://t.co/Kf0s9nNzG4 via @YouTube @ETCanada @etnow, @rozweston is calling non-actors “civilians” when speaking a… https://t.co/AnxsckDUHv",en,
,Make Stan Lee Action Figure three other cool pics.! Leon one too nice oh another Christmas and many more.!!!!!!!!!!… https://t.co/E1eoR1InyQ,en,
,RT @plums420192020: Make Stan Lee Action Figure three other cool pics.! Leon one too nice oh another Christmas and many more.!!!!!!!!!!!!!!…,en,
,R.I.P Stan Lee love to see people writing on the board @thatMarcWithaC,en,
,"RT @queenmyfreddie: Hey beautiful!! i’m a new stan with this account looking for more mutuals so rt if you like

🚘roger taylor
• ben hardy…",en,
,"RT @I_Exude_Sarcasm: Man... That Stan Lee cameo in avengers 4 gonna hit hard as fuck. The one in captain marvel is gonna be whatever, but a…",en,
,"Jacked Stan Lee is working out next to me

Time to look for the nearest spider",en,
,"RT @qweenwalkers: hi this is a new fanacc looking for friends RT this if you stan:

-Queen
-Freddie Mercury
-Roger Taylor
-Brian May
-John…",en,
,i was so proud of this revelation so if im right i better get massive clout,en,
,"☆Atencão☆
Vaza trailer de Vingadores 4
Thanos disfarçado no aeroporto 
#Piadas24Horas #Vingadores #Thanos… https://t.co/pbunJBk3rb",pt,
,RT @Yung_Crutch: To the homie Stan Lee😒 https://t.co/OQYTSkeaHE,en,
,"“Provaram meu ponto”, diz Bill Maher sobre críticas a seus comentários envolvendo Stan Lee https://t.co/kJkQtl960F",pt,
,FUNKO RED SUPERHERO STAN LEE COMIKAZE 2015 POP VINYL FIGURE #03 https://t.co/fusVIkxZJV,ht,
,"RT @TMZ: #BREAKING: Legendary Comic-Book Writer, Publisher and Film Producer Stan Lee Has Died. R.I.P. https://t.co/SXjlavNILF",en,
,"#spiderman , #stanlee https://t.co/YGbCJ4JF4k",und,
,RT @Avengers: Marvel and The Walt Disney Company salute the life and career of Stan Lee and offer our undying gratitude for his unmatchable…,en,
,"RT @fuckn_marvel: thank you for this incredible universe Stan Lee ♥️

https://t.co/NL2chtYohm",en,
,RT @nerdfestuk: New episode alert! In which we talk about #KillingEve and #Daredevil Season 3. Discover which ridiculous #spiderman and #Qu…,en,
,"RT @aegyochangjae: but how white is he that he really goes around looking like ice/winter characters 

we stan a lee (i)c(e)hangsub https:/…",en,
,RT @Rubiu5: DEP Stan Lee :(,en,
,@OriginalFunko @FunkoEurope hey don’t suppose there’s any chance you guys could bring out a Marvel 10 chrome Stan L… https://t.co/UbEq6ir7wj,en,
,"Y la vdd hacen mucho pedo. Está buena y entretenida, increíble detalle el cameo de Stan Lee y las princesas son lo… https://t.co/zAOO3zTD9I",es,
,RT @shawnwarner629: A Stan Lee memorial mural has popped up in South Los Angeles on 49th and St. Andrews. Really awesome work. My respect a…,en,
,"RT @TEDDYPOCKY: ちょっとだけスケッチ描きました。いつか完成させたいと思います。スタン・リーありがとう。
Sketch tribute to Stan ""the man "" Lee,Thanks for inspiring millions!
I plan to…",ja,
,"Some thoughts on Stan Lee
https://t.co/4Gs3xV8yXp",en,
,Sabían q Stan lee quería combinar el mundo de Avengers con el mundo de Harry Potter se imaginan a Thor como profesor de artes oscuras,es,
,"RT @fuckn_marvel: thank you for this incredible universe Stan Lee ♥️

https://t.co/NL2chtYohm",en,
,RT @Ballartaesputo: No me siento triste por la muerte de Stan Lee. Tampoco creo que alguno de ustedes mamadores en verdad la sienta,es,
,Lil Bro with right minded mind right,en,
,a fiat stan and a lee stan COME ON MY PRETTIES LET OUT UR SOFT !,en,
,"#BarackObama, #NeilGaiman &amp; more have chimed in on #BillMaher's comments about #StanLee https://t.co/im36r2mXhN https://t.co/zqT1L4hPRo",en,
,RT @EsDeMamador: Ya salieron los únicos que no les importa Stan Lee https://t.co/o1LvKuwYgz,es,
,RT @TheWeirdWorld: Marvel could continue Stan Lee cameos by inserting photos of him at random places and scenes in every future Marvel film…,en,
,"RT @aegyochangjae: but how white is he that he really goes around looking like ice/winter characters 

we stan a lee (i)c(e)hangsub https:/…",en,
,RT @KraksTV: The only Marvel movie Stan Lee never got to make a cameo in 😂😭  https://t.co/y7bqUeO55v,en,
,sorry stan lee may you rest in peace knowing you made the world a happier place i know this is late but he still meant so much,en,
,et le cameo de stan lee dans venom vraiment snif,fr,
,"RT @queenmyfreddie: Hey beautiful!! i’m a new stan with this account looking for more mutuals so rt if you like

🚘roger taylor
• ben hardy…",en,
,RT @chrishemsworth: RIP my friend. Thank you for the incredible adventures your stories took all of us on. My love and support goes out to…,en,
,Amazing Spider-Man 692 50 Years Anniv print Signed by J Scott Campbell Stan Lee https://t.co/RTkMiHrY6F https://t.co/EROG3ivMtw,en,
,"RT @Marvel: Today, we pause and reflect with great sadness on the passing of Stan Lee: https://t.co/J0cwgdn677 https://t.co/eOBdZAqdZ0",en,
,"Hello everyone!
Today´s illustration is a #FantasticFour team poster I did some months ago.
#digitalart… https://t.co/jMYL4XKjkF",en,
,RT @Stylomart: https://t.co/EBJ58QQrEK   #stanlee #StanLeeForever  #Excelsior  MArvel #VeteransDay18  rest in peace #FacebookDown,en,
,So I'm watching venom and out of nowhere I caught myself fighting tears cuz they just showed Stan Lee 😥😭,en,
,Bill Maher Comments/ Death of Stan Lee from episode 36 https://t.co/2fca95IzLH via @Audioboom,en,
,😭,und,
,"RT @SalAbbinanti: #StanLee Mural just created in South #LosAngeles  #SundayFunday #SundayMotivation #SundayThoughts 
#StanLeeForever #NuffS…",en,
,"Interesting op ed by Stan McCrystal on loyalty, myths and why it’s time to stop venerating General Lee https://t.co/pK6wxCuV8B",en,
,"https://t.co/BJUU12oMgt
Comics legend and Marvel icon Stan Lee has left us, we owe him a lot!",en,
,"In case you missed it - Check out our tribute to Stan Lee. Let us know what you think - he was a trailblazer, indee… https://t.co/0hHj2XX1hF",en,
,Si se me rompió el corazón cuando salió stan lee en ralph 😪,es,
,"Interesting op ed by Stan McChrystal on loyalty, myths and why it’s time to stop venerating General Lee https://t.co/IFYeUOMlzH",en,
,how did i not know this,en,
,#stanlee https://t.co/fV9CLw0XAI,und,
,@Bro_Team_Pill Where wey you wen Stan Lee don die?,en,
,@nayibbukele 😭 menos Stan Lee,es,
,o q q o stan lee tava fazendo em o diário da princesa 2????,pt,
,"@damonayoung @GreenJ @Meanjin Hey, are you going to write something about the significance of Stan Lee and Marvel t… https://t.co/Z9Jyiy4Q68",en,
,RT @alicecooper: RIP Stan Lee. https://t.co/Ilz9iCdB5u,en,
,RT @lefantono: eu não acredito que foi o stan lee e ficou o silvio santos,pt,
,"RT @hotandcoldfever: rt/like if you stan:

• Queen (hello, darlings!!!) 
• Bohemian Rhapsody

• FREDDIE FUCKING LEGENDARY MERCURY 
• Brian…",en,
,"RT @queenmyfreddie: Hey beautiful!! i’m a new stan with this account looking for more mutuals so rt if you like

🚘roger taylor
• ben hardy…",en,
,"3 Reasons why I have this Avi right now.
1.Stan Lee is my hero, idol, the reason why I got into Marvel similar at h… https://t.co/YEEBwZzkXl",en,
,"RT @Disney: “Stan Lee was as extraordinary as the characters he created. A super hero in his own right to Marvel fans around the world, Sta…",en,
,Que bonito fue el aww colectivo cuando salió Stan Lee en Wifi Ralph 😢,es,
,"RT @enews: Rest in peace, Stan Lee. https://t.co/kCxuOMjUqe",en,
,@BrunoGili1 @Pablo_Mieres Stan Lee acaba de fallecer....,es,
,"RT @queenmyfreddie: Hey beautiful!! i’m a new stan with this account looking for more mutuals so rt if you like

🚘roger taylor
• ben hardy…",en,
,"RT @salty_nerd: The latest episode
Blitz episode 3
Talking about Back to the Future rumors to Stan Lee Cameos with Deadpool. 
Click the lin…",en,
,RT @TessaThompson_x: This also https://t.co/jZzhrDj53e,en,
,RT @Atlasanity: Stan Lee made a cameo in Ralph breaks the Internet https://t.co/5XxW5hqm84,en,
,"@SilERabbit Maher's marketing strategy is ""any publicity is good publicity"" ... He doesn't care about Stan Lee ...… https://t.co/Iu7F3jJzsv",en,
,RT @nino_triqui: Spiderman conoce a Stan Lee. 😭 https://t.co/pkLnpdzvdx,en,
,"RT @ChrisEvans: There will never be another Stan Lee. For decades he provided both young and old with adventure, escape, comfort, confidenc…",en,
,"@Marvel @TheRealStanLee @rachelfurbish19 
My tribute to Stan Lee what do u think https://t.co/aXjLrtuROA",en,
,Stan Lee popping up in Ralph Wrecks The Internet was a sucker punch to the chest,en,
,"Otra cosa, y esto es un pequeño SPOILER así que si van a verla mejor no lo lean.

SPOILER
Hay un cameo de Stan Lee.… https://t.co/BDrOdWQXjI",es,
,RT @Katrinaosity: Tell us what you remember or liked about the #90s #Xmen #cartoon! We may read your comment on there next episode of our p…,en,
,"RT @ChrisEvans: There will never be another Stan Lee. For decades he provided both young and old with adventure, escape, comfort, confidenc…",en,
,"Rip Stan Lee , Co creator of #BlackPanther with jack kirby before the first comic launch in 1966 #Artivism https://t.co/0gAEZpV3CM",en,
,"RT @Winston_Duke: THANK YOU, @TheRealStanLee. You gave us characters that continue to stand the test of time and evolve with our consciousn…",en,
,"RT @Marvel: Today, we pause and reflect with great sadness on the passing of Stan Lee: https://t.co/J0cwgdn677 https://t.co/eOBdZAqdZ0",en,
,RT @MarvelStudios: “No one has had more of an impact on my career and everything we do at Marvel Studios than Stan Lee. Stan leaves an extr…,en,
,hi im a new acc but a long time queenie looking for some mutuals!! pls rt/like if you stan the following and i’ll f… https://t.co/E8h0U1BfVZ,en,
,https://t.co/2fca95IzLH our discussion on @billmaher and his comments after the death of @TheRealStanLee #podcast… https://t.co/w0tcxqCKeD,en,
,RT @Charlymaun: El último héroe que nos dejó Stan Lee https://t.co/cIUItUh2yY,es,
,"RT @hotandcoldfever: rt/like if you stan:

• Queen (hello, darlings!!!) 
• Bohemian Rhapsody

• FREDDIE FUCKING LEGENDARY MERCURY 
• Brian…",en,
,Was watching Venom &amp; Stan Lee cameo came up. Smh 😭Good movie tho,en,
,"RT @buse_chris: SHE WHO WIELDS THE SHIELD!
Sharon Carter saves the day. This was truly forward thinking!

""The Sleeper Strikes!""
CAPTAIN AM…",en,
,I want Marvel movies to last long enough that the Stan Lee cameos eventually are just cutaways to the same scene ea… https://t.co/BThoYeSuM4,en,
,RT @tomatoholland: i am SOBBING. remembering stan lee &lt;&lt;&lt;333 https://t.co/pWfOHryqxP,en,
,Was re-watching Princess Diaries 2: Royal Engagement.. Just realized that Stan Lee made a cameo role there. 😅,en,
,New episode is up! #billmaher #stanlee #creed2 #podcast #nerd #disney https://t.co/2Eb9Qbfnsq,en,
,Agregué un video a una lista de reproducción de @YouTube https://t.co/KDhkhDKo7K Stan Lee creating Venom (Marvel) – Polymer Clay,ca,
,"RT @BrianKiddsMate: I think this is the most fitting tribute for a man like Stan Lee. 
One of his favourite moments, Getting to meet his gr…",en,
,#TheGifted #StanLee https://t.co/TXLAgl7OMV,und,
,"@KurtBusiek @jeffparker @hotelfred @ErikJLarsen As a practical matter, I agree.  But he's about as close to a Stan… https://t.co/5ojyo24WGt",en,
,"RT @coollpatroll: hello !! i’m a pretty new stan account and looking for more mutuals so rt if you love-

• roger taylor
• brian may 
• fre…",en,
,Incluso Stan Lee regresará :'v,es,
,Check out Stan Lee  Autographed  Spiderman  Poster  Stan Lee  Autographed  Items  https://t.co/nwzaBUlWbT via @eBay,en,
,RT @shawnwarner629: A Stan Lee memorial mural has popped up in South Los Angeles on 49th and St. Andrews. Really awesome work. My respect a…,en,
,"RT @s8n: Rip Stan Lee, thanks for making this cruel world a happier place 😔",en,
,"Late to the party but I'm going to go out on a limb and say Venom is the 3rd best ""Spider-Man"" movie. Also, Stan Le… https://t.co/BLVQm2TgiH",en,
,"RT @EvangelineLilly: Stan...more than a master of stories, you always seemed like a master of living.  I will look to you for inspiration f…",en,
,RT @quadmcomics: NOW AVAILABLE for your listening enjoyment - THE QUAD M SHOW Ep. 133! Download or stream from your favorite podcast catchi…,en,
,This is so emotional and beautiful. We will miss you Stan Lee. #Gonebutneverforgotten https://t.co/avWFewC7Q9,en,
,"RT @Machinima: There will never be another like you. RIP Stan Lee, and thank you for everything you've given us. 

Excelsior ❤️ https://t.c…",en,
,El cameo de Stan Lee en WIFI Ralph 😞,ht,
,"""Ad"" STAN LEE SIGNED AUTO 11 X 14 AVENGERS HULK THOR PHOTO EXCELSIOR HOLOGRAM! $200+ https://t.co/adw3X6t8kI… https://t.co/Om0Q6Z3prp",en,
,"""Ad"" Legendary Spider-Man creator Stan Lee hand signed Autographed 8x10 Photo W COA https://t.co/RiaKziT159 #StanLee https://t.co/hObKfeS96K",en,
,"""Ad"" Secret Wars 1 Mckone Variant Signed by STAN LEE Miles Morales Spiderman https://t.co/TRKgRfEKXD #StanLee https://t.co/waCsXmImut",en,
,"RT @fuckn_marvel: thank you for this incredible universe Stan Lee ♥️

https://t.co/NL2chtYohm",en,
,RT @traceyfanclub: people who say this about comic books have 1) never read a comic book and 2) inadvertently prove how close-minded and un…,en,
,Check out what I just added to my closet on Poshmark: Marvel Stan Lee comic book 12 days/pair Socks.… https://t.co/rKzFDMbBCE,en,
,"RT @hotandcoldfever: rt/like if you stan:

• Queen (hello, darlings!!!) 
• Bohemian Rhapsody

• FREDDIE FUCKING LEGENDARY MERCURY 
• Brian…",en,
,"RT @prismatickibum: hi !! i just made a stan acc for shinee, and i would love to get some mutuals uwu 

rt if you stan
- shinee
- lee jinki…",en,
,"RT @FilmEasterEggs: In 'Teen Titans Go To the Movies' during his subtle cameo, Stan Lee poses as several Marvel characters https://t.co/5Yh…",en,
,RT @FaZeRug: Damn R.I.P to the legend Stan Lee 😔😔,en,
,"@ItzOkay35 Buenísima! Tiene 2 cameos de Fortnite y 1 de Stan Lee, y muchísimas referencias de otros videojuegos jajaja, bastante buena",es,
,¿Y si hicieran una película biográfica? Aquí hay 5 actores que podrían interpretar a #StanLee… https://t.co/iXDRrjiLtP,es,
,RT @damewilson9: Spiderman meets Stan Lee. Always loved this cameo https://t.co/JCdO1wMdT8,en,
,I liked a @YouTube video https://t.co/DaVjHWox1L Spider-Man Cartoon Theme [8 Bit Tribute to Stan Lee] - 8 Bit Universe,en,
,RT @AddictedApex: Please look at Earth 1 Stan Lee and the Stan Lee Nebula thank you. https://t.co/W2dGkWI5Pc,en,
,RT @Ms_Golightly: Si has tenido un mal día esta foto de #StanLee con un gato gruñón te lo arregla. https://t.co/PUEU7FQZoL,es,
,"En qué orden ver las películas de #Marvel, también incluimos series y one shot. 
También puedes encontrarnos en ⁦… https://t.co/nqRlm2vUZg",es,
,RT @nickksun2: Let’s honor Stan Lee by remembering his Marvel cameos🙁💔 #RIPStanLee https://t.co/49AOM7BWU8,en,
,RT @rojasyfelipe: A los que vayan al funeral de Stan Lee. Quédense hasta después del entierro.,es,
,"RT @carlquintanilla: At Marvel, ""the only things we DON'T have room for are hatred, intolerance and bigotry. That man next to you? He's you…",en,
