,Sentiments,text,lang
651,0,Rip to the g Stan Lee a true legend and a Piller of my childhood https://t.co/E5nws0gmXG,en
652,1,I liked a @YouTube video https://t.co/dF0s39q4er Dee Runk Comics remembers the great Stan Lee. EP 32,en
653,2,"Do I pay some bills, finish writing that Stan Lee article or just eff off on Twitter?",en
654,2,@nayibbukele Excepto Stan Lee :'v,en
655,1,@Maximosis @CHAOSmangual Perfect time to visit Stan Lee,en
656,2,"@RobertIger Good evening, Mr. Iger. In light of Stan Lee's death I have submitted to Robert Downy JR my resume, por… https://t.co/cefzb6bvFF",en
657,2,"Here’s a rundown of Marvel-based films on Netflix inspired by Lee:
• “Black Panther”
• “Thor: Ragnarok”
• “Guardian… https://t.co/dT0bPPOxCC",en
658,1,"Got bold with colored pencils for hobgoblin.

Thanks (again) for everything, Stan Lee.

RIP. Glad I rediscovered th… https://t.co/Z1WWQR2YJn",en
659,0,It’s heartbreaking telling sophie that Stan lee died :(,en
660,2,"@cmautner does writing the Stan Lee article pay the bills? if no, well, there is that third option",en
661,2,"Reed has managed to give Ben the ability to change into the Thing &amp; back to human at will, but at what cost ?",en
662,2,"I'm Ready to Print !
EXCELSIOR!!
@TheRealStanLee
#stanlee #excelsior #marvel #marvelstudios #marvelcomics https://t.co/tgy3uXOZbL",en
663,0,"@joss @TheRealStanLee R.i.p. stan lee, #excelsior",en
664,2,"Truly hope that Stan Lee's gravestone simply read: 

""Nuff Said""",en
665,0,"I'm still sad than Stan Lee died.

@elonmusk please create immortality, please, thankyou.",en
666,1,I added a video to a @YouTube playlist https://t.co/w6NoKkBJJY Stan Lee and Spider-Man drawn by Humberto Ramos #ArtRush,en
667,0,Wolverine Stickers https://t.co/Nu8zXidLDQ …..#wolverine #marvel #hughjackman #comics #marvelwolverine #Comicimages… https://t.co/NUPKTZZ7hW,en
668,2,"I'm still sad that Stan Lee died.

@elonmusk please create immortality, please, thankyou.",en
669,2,STAN LEE,en
670,2,"Richard Janus (a friend of Reed’s) in performing risky experiments with negative energy, has created a dangerous op… https://t.co/hzTIO8UvO8",en
671,0,OMG I just saw Stan Lee in Marvels Spider-Man and now im emotional...,en
672,2,A few more #Universal pics other than #HarryPotter. #simpsons #jurassicpark #marvel #StanLee #spiderman… https://t.co/6qFfe6jqcC,en
673,2,How Many Of These Did You Know? 10 Non-Marvel Comics Characters That Stan Lee Created #StanLee #ThankYouStan… https://t.co/zSRnqzyMZ4,en
674,1,"""Spider Toys"" the new Marvel movie
 inspired by the movie spiderman homecoming and Toy Story. 
NOTE: ✍️💚💛💜❤️💨 Also… https://t.co/faaYyDE8Pi",en
675,2,Marvel Studios’ Kevin Feige describes his last ever meeting with Stan Lee https://t.co/MHIJXLYdPH https://t.co/XvbwUFrQvm,en
676,2,@AverageFanboy_ @stanlee @billmaher Wrong Stanley account @TheRealStanLee,en
677,0,RIP Stan Lee The God Father Of Marvel Fashion Trends &amp;amp; Clothing for Teens - https://t.co/NSNdvAddoh https://t.co/O1MzQvl4Si,en
678,1,Remembering Stan Lee... https://t.co/d8uciULZfl via @YouTube,en
679,2,"@HayleyA86513689 @xxxtentacion Stop. We don't we make a day after Stan Lee, Michael Jackson, etc. Why should we mak… https://t.co/AbTJwc2MuN",en
680,1,@ThatKevinSmith love that story of Joan saying “the world will never know the man is a poet” of Stan Lee.  How can… https://t.co/10lkJgj1kr,en
681,2,"As Reed, Johnny &amp; Ben battle Annihilus &amp; Janus in the Negative Zone, back on Earth, Sue has a crucial decision to m… https://t.co/4Bheg3HjC6",en
682,1,"We all wish we had super powers. 
We all wish we could do more than we can do. 
-stanlee

#Philippines… https://t.co/Xq4EcUw67v",en
683,1,"CGC SS Captain America: First Vengeance #1 Signed by Stan Lee, Chris Evans 9.8 https://t.co/L3cHERf1EK https://t.co/aWi5JViDp5",en
684,2,"Check out Marvel Super Action #5 (JAN 1977, Marvel) Captain America stan lee &amp; jack kirby https://t.co/cQfPV1uZNY @eBay",en
685,0,This is the proof- it’s really a Stan Lee situation where people misunderstood intentions- even though it was anyth… https://t.co/9Zu55pi7gR,en
686,2,"The Amazing Spider-Man #247 • Guest-starring Frog-Man, who previously appeared in Marvel Team-Up #131! Cameo appear… https://t.co/5RQKnGAPY7",en
687,2,"Can we just burn Bill Maher an effigy for talking shitt about Stan Lee. Or even better, put him on the scarecrow post and burn him outright",en
688,2,@mikesterling I would bet money that Stan Lee enthusiastically gave his approval to let Marvel make a CGI Rogue One… https://t.co/9BqC6Fgrxt,en
689,1,Stan Lee was in The Princess Diaries 2.,en
690,2,"You know for 4 men raising a #podcast i think it turned out to be a fine young man!
#DetectivePikachu 
The Fulcrum… https://t.co/AiDgXGUEBe",en
691,0,Why Bill Maher Is Wrong About Stan Lee and Comic Books https://t.co/lv3bYlioRB via @ComicBook,en
692,1,The immortal Stan Lee... https://t.co/MXpUmtvxl2,en
693,2,Funko Pop! Stan Lee Gold NYCC Exclusive #3 Autographed With COA https://t.co/ksQh1Suqyq,en
694,1,"He was always present in his world, stopping by to check in on the universe he created and the many characters that… https://t.co/89xLPdrcri",en
695,2,Marvel Fans Will Love Kevin Feige’s Final Meeting With Stan Lee https://t.co/nUPSMgdvPf,en
696,2,Three Stan Lee Street Murals Spring Up - More to Come? https://t.co/0NWyqBE3yf,en
697,2,"#MovingMondays Stan Lee was all about love and unity 🙌🏼👏🏼

#MMH995
@marcomborromeo  @_jamesvelasquez  

https://t.co/jKOcqEt3QF",en
698,2,"""Ad"" AMAZING SPIDER-MAN 1.1 CGC 8.5 SS X 2 signed STAN LEE + 1 ... J Scott Campbell https://t.co/PHr88hrmUr #StanLee https://t.co/pSYAhoPqak",en
699,1,Top row rotation went down tonight.  My tribute to #StanLee https://t.co/mnahsIXaSJ,en
700,1,I liked a @YouTube video https://t.co/Q6GQECzYco WatchMojo's Tribute to Stan Lee,en
701,0,"@gordo924 @steph93065 @RaychelTania @bindelj The guy who shit talked Stan Lee a day after he died? Yeah, I'll pass",en
702,1,I have to get my mom a great gift this year. Her b-day n Christmas days apart. I already told her I would get her… https://t.co/r0troed244,en
703,2,@TIME Stan Lee,en
704,0,Michigan State Marching Band Plays Tribute To Stan Lee During Halftime Show https://t.co/3KLwvF4bMw,en
705,1,"He swung into this life of 1922 to 2018, and while doing so he was able to do things that most people now can only… https://t.co/oPILEoCwHl",en
706,1,@McLauchlin @TheRealStanLee Can we get a Stan Lee day? I feel like we can.,en
707,2,"From episode 1 to 106, @MiddleUrinalPod has you covered. Tune in and tune out. #StanLee #BSPN https://t.co/EuubpdxdSj",en
708,2,Also Stan lee has a cameo in wreck it Ralph,en
709,2,Quick doodle of juggernaut as a transformer. #hasbro #juggernaut #tranaformers #marvel #mutant #stanlee https://t.co/h6fu1OrbTq,en
710,2,"@E_Meme_Lord Like Stan Lee (RIP) said,
""Comics are like boobs...They look great on a computer, but I'd rather hold one in my hand.""",en
711,2,"@ClaytonDills man that Stan Lee signed Spider-Man comic is cool too.

I always wished I could have gotten to a con… https://t.co/4bNC49oZsQ",en
712,2,"Credit: faze_tfue

#FaZeTfue #FaZeClan #Spiderman #Marvel #MarvelComics #MarvelEntertainment #MarvelStudios… https://t.co/P6AK8tixQR",en
713,0,Rip Stan Lee again smh,en
714,2,Tell all your fantastic friends that @DinnerPodcast has a new episode. Listen here! #StanLee #BSPN https://t.co/yAly5VdOjK,en
715,2,@vasyarine TAT STAN LEE.,en
716,2,"@ChelieinTX I knew you’d like it. 

With Stan Lee dead i may be able to sneak a Spider-Man Kilt past the Marvel Lawyers",en
717,1,Reading one of #StanLee 's greatest issues tonight. Very emotional . So well written https://t.co/JmC6hkueso,en
718,0,I'm late but I cried knowing that one of my favorite comic book artists sadly passed😢He will defiantly be missed an… https://t.co/wVYxdGLqMg,en
719,2,Be sure to watch for Stan Lee,en
720,2,"@_rich_moore 
List of favorite parts of Ralph breaks the internet:
-princess scene
- metaphor of personal reflectio… https://t.co/63WIsFWTob",en
721,2,"Who are some people, past or present that you'd sit down for a drink or dinner with? 

For me-
Stan Lee, Da Vinci,… https://t.co/zf8gT5y7zb",en
722,1,"Take care of all artists: creators and performers. 

They take care of all of us, too, only in a different way. 

S… https://t.co/M7R7lBiOLd",en
723,2,I doubt that Asian Stan Lee would actually game,en
724,2,Generations React To Stan Lee (Marvel) https://t.co/fYf4Jmz4Ee,en
725,2,I liked a @YouTube video https://t.co/Qe4QCWNwj5 Jim Henson vs Stan Lee. Epic Rap Battles of History. Season 4,en
726,2,The world will never forget @TheRealStanLee @RealStanLee Your memories and your stories changed the lives of many.… https://t.co/2SHj4iVwSY,en
727,2,"Trend Ranking within 24 hours

No.1 Markelle Fultz
https://t.co/3ALhUvG8zO
No.2 Stan Lee
https://t.co/RAYk9xQn69
No… https://t.co/WrRI2dM2Vy",en
728,1,Stan Lee Public Memorial Being Planned - https://t.co/7ahj2umk5Y,en
729,2,#Monopoly #Marvel #Comics Collector's Edition https://t.co/BuBRnjMQKD #spiderman #ironman #blackpanther… https://t.co/ipvLxKvX1F,en
730,1,The Universe as we all know came from an extraordinary man like @TheRealStanLee @RealStanLee Making his birth zodia… https://t.co/odZAFXtVxG,en
731,2,"@empiremagazine 's January Issue Cover .
-
#StanLee #AlitaBattleAngel #alita #Marvel #movies #ComicNetwork https://t.co/q3jIj6pmmE",en
732,0,@Optimarcus Hmm...I didn't spot the Stan Lee cameo. This movie reminds me of Ready Player One with all its cameos.,en
733,0,Stan Lee - Interesting Things You Didn?t Know About Marvel https://t.co/8RMsNLdcqS https://t.co/7YtRHO8z1q,en
734,0,2017 lil peep 2018 avicii 2018 verne troyer 2018 xxxtentacion 2018 mac miller 2018 stan lee 2019 me please,en
735,0,Enjoyed reading the 22-page @EmporersNewC tribute to @TheRealStanLee this morning! Great job @ChrisHewitt et all… https://t.co/y7NW937NsX,en
736,0,"£8.99 SPOOFYTEES TRIBUTE TO STAN LEE. Get 25% OFF by using Coupon Code: ALL25.
 
 Spoofytees | Get MARVEL REAL LIFE… https://t.co/830XEmy3ko",en
737,2,@FunkoEurope is there a Stan Lee pop ??,en
738,2,Enjoyed reading the 22-page @empiremagazine tribute to @TheRealStanLee this morning! Great job @ChrisHewitt et all… https://t.co/u6Oz3NqZaz,en
739,2,"Hi!! Its been a while, can you rt or like this if you stan:

-stray kids
-ot9
-bang chan
-kim woojin
-lee minho
-se… https://t.co/IaxQjpkqqp",en
740,2,@RodrigoOAndrade STAN LEE?????,en
741,0,Bill Maher Tries to Clarify Stan Lee Remarks by Slamming the Value of Comic Books https://t.co/i5hLtEp9nc https://t.co/QUaPgEK434,en
742,2,Bill Maher Tries to Clarify Stan Lee Remarks by Slamming the Value of Comic Books https://t.co/S9fQMdbGxD https://t.co/wQZhNJL0sz,en
743,2,"£8.99 SPOOFYTEES TRIBUTE TO STAN LEE. Get 25% OFF by using Coupon Code: ALL25.
 
 Spoofytees | Get MARVEL REAL LIFE… https://t.co/mGsH7ycbg4",en
744,0,Stop talking.,en
745,1,Young me is freakin happy seeing Stan Lee on Wreck it Ralph movie ❤️,en
746,2,"SPOOFYTEES TRIBUTE TO STAN LEE. Get 25% OFF by using Coupon Code: ALL25. 

Spoofytees | Get MARVEL REAL LIFE HERO ""… https://t.co/0aFJyxhjqj",en
747,2,Bill Maher Tries to Clarify Stan Lee Remarks by Slamming the Value of Comic Books – IndieWire https://t.co/LcD0LIvwx9,en
748,1,"After seeing my first Spiderman movie as a kid, I would pick up any spider I could find, place it on my wrist and h… https://t.co/wdQbFVyM7u",en
749,0,As we all know the great Stan Lee has past away and so in this episode we discuss some of his finest creations!… https://t.co/KRixNFJL03,en
750,1,"This week's Celebrity Jews pays tribute to the great Jewish comic book ""king"" @TheRealStanLee and shares some notes… https://t.co/UG80Jwc5tv",en
751,1,Awesome Stan Lee shirt that I just got. https://t.co/bLrictq5Dq,en
752,0,"Excelsior, Mural Fans! Stan Lee Gets A Spray-Painted South LA Tribute https://t.co/vQxme0729U https://t.co/ItGs7OjxwN",en
753,0,"@Indiegogo Indiegogo
Whats up
I Think You Must See This..
Stan Lee Died Before Seeing 'Ralph Breaks the Internet' C… https://t.co/cYRSGFDi0I",en
754,0,"@Saber_Says Stan Lee: newest Heroic Spirit to ascend to the throne?

(I know this is a bit late; I didn't think of this until recently)",en
755,1,"52 Weeks of Awesomeness Contest! 

In honor of Stan Lee, who is your favorite superhero AND why? Tell us for a chan… https://t.co/wVlToc9YnL",en
756,2,"ICYMI, I wrote about #StanLee for @firstthingsmag.
""The Christian tradition thinks of heroism primarily in terms of… https://t.co/70SJ0Qr9AI",en
757,2,I liked a @YouTube video https://t.co/a7ujkuPUnZ Evolution Of Marvel Music | 2002-2018 (Stan Lee Tribute),en
758,0,@AbacusMike @YouTube Not unless you kill Stan Lee again.,en
759,0,"@RonaldRumpComic Ronald Rump Comic Book
Hey
I Think You Must See This..
Stan Lee Died Before Seeing 'Ralph Breaks t… https://t.co/PNUGG2x0nB",en
760,2,@TheRealStanLee Stan Lee the movie simply titled Excelsior make it happen please.,en
761,1,Social media has been overflowing with creative tributes. #stanlee #marvel #spiderman #comicbooks https://t.co/jpy3NOux2r,en
762,1,"Stan Lee, the much-revered founder of Marvel, also serves as an example of what anyone can do to protect themselves… https://t.co/0u3VRWyQu0",en
763,1,"@AdventurelandSt Adventureland Store
Hi there
I Think You Must See This..
Stan Lee Died Before Seeing 'Ralph Breaks… https://t.co/cfTjoZ2LPg",en
764,0,stan lee's cameo made me tear up a lil bit,en
765,2,All Proceeds go tho the Stan Lee Foundation. Grab Some Today! Use Code FREESHIP11250644  to get Free Shipping  Toda… https://t.co/fwsHL7ZhIN,en
766,0,Wolverine in Acocks Green. In memory of Stan Lee! #brumhour #Birmingham,en
767,2,"“The only things we don’t have room for are hatred, intolerance and bigotry.”

“We’re all part of One big family. T… https://t.co/GrCUZBrH9U",en
768,1,@jacechambersxxx @Sherman_Maus A young Stan Lee,en
769,1,Stan Lee and Spiderman becomes the Spider-Stan https://t.co/97Q9DZahDU,en
770,2,If you missed the newest episode of the BWT Podcast. Be sure to listen to BWT Podcast: Episode 73 today! The guys d… https://t.co/XXr7tbAmno,en
771,2,Excelsior! #StanLee street #murals are taking over the universe Excelsior! Stan Lee street murals are taking over t… https://t.co/FHvT68M5Xn,en
772,0,"@MaryNumair I have opted out of invites for years now. Kind of a shut in.

Sometimes I feel like I'm letting everyo… https://t.co/RZA3pi9A4S",en
773,0,makes me gutted i never got meet #StanLee at Comic-Con. Stan Lee's favourite all time DC Comics character is Superm… https://t.co/gWXyfKXJAH,en
774,2,"What do Monty Python, #StanLee, #StarWars, &amp; #MickeyMouse have in common? They are all Easter Eggs in… https://t.co/dDiARO3ryC",en
775,0,not lee kn*ws dead stan ateez ✨,en
776,2,makes me gutted i never got meet #StanLee at Comic-Con. Stan Lee favourite all time DC Comics character is Superman… https://t.co/ZFzpu1RM2B,en
777,2,"Hey, good evening  
If you stan 

Lee know 
Han
Jeongin 
Chan
Felix
Seungmin 
Hyunjin 
Changbin
Woojin 

Like this,… https://t.co/bX1yMF1aKl",en
778,0,I hope @billmaher realizes no one will mourn him the way we did #StanLee,en
779,0,VIDEO: Rival Colleges Play ‘Avengers’ Theme Together In Tribute To Stan Lee https://t.co/6gzwm4yEK4 https://t.co/dxbGdxvChG,en
780,1,I liked a @YouTube video https://t.co/neUOQzxHNU Stan Lee's Last Video,en
781,2,"Weekly Round-Up: Building Corporate Culture, Storytelling Lessons From Stan Lee, Employee Communication Techniques… https://t.co/7kOuYzh7KG",en
782,2,Check out Alpha's latest video if you want to know more about Stan Lee. The legend he was ⚡… https://t.co/KiSVZZxD1t,en
783,2,Episode 135 - Giving Thanks to Stan Lee https://t.co/Ilbipt9d0J #podcast,en
784,2,"makes me gutted i never got meet #StanLee at Comic-Con. Stan Lee fav all time DC Comics character is Superman, i ag… https://t.co/exD6BVuQIF",en
785,0,I’m disgusted to hear that @FANEXPOVAN is profiting on the death of Stan Lee by selling comics signed by him for $1… https://t.co/Ry97yoE3Q6,en
786,1,"https://t.co/lkSC4d6A1k Running a bit behind, but we still wanted to pay our respects! Listen in and post your favo… https://t.co/WQeJroA3qV",en
787,1,I added a video to a @YouTube playlist https://t.co/bts1aevtWV Stan Lee and Spiderman FUSION | Spider-Stan | DBZ Tenkaichi 3 (MOD),en
788,0,Just saw the Stan Lee cameo in the Spiderman game and now I'm sad :(,en
789,2,@billmaher I'm not too mad at your posts at stan Lee because in 100 years no one is gonna ask what was marvel but i… https://t.co/QxZsjchYKB,en
